clean_name,clalit,maccabi,meuhedet,leumit
מאשה בן צבי,0,0,0,0
מאשה מזור אורינג,0,0,0,0
מבאריקי נעמה,1,0,0,0
מג'ד זייד,0,0,0,0
מג'ד עמר majd omer,0,0,0,0
מג'די נפאע,0,1,0,0
מג׳די אמטיראת,1,1,1,1
מדארט,0,0,0,0
מדימקס מכון פיזיותרפיה medimax,1,0,0,0
מהרן כבהה,1,0,0,0
מודי גולדנפלד,0,0,0,0
מודי נפתלי,0,0,0,0
מוהנא ברהום,0,0,0,0
מוחמד אבו מוחסן,0,0,0,0
מוחמד אבו ראשד,0,0,0,0
מוחמד אלסאנע,0,0,0,0
מוחמד ביאדסה,0,0,0,0
מוחמד דאהוד,0,0,0,0
מוחמד חטיב,0,0,0,0
מוחמד חמוד,0,0,0,0
מוחמד טאהא,0,0,0,0
מוחמד יונס,0,0,0,0
מוחמד כליפה,1,1,0,0
מוחמד מג'דוב,1,1,0,0
מוחמד מסאלחה,0,0,1,1
מוחמד מסארוה,0,0,0,0
מוחמד סלימאן,0,0,0,0
מוחמד סנעאללה,0,0,0,0
מוחמד עומר מחאג'נה,0,0,0,0
מוחמד עזאיזה,0,0,0,0
מוטי ברדיצ׳ב,0,0,0,0
מוטי חרץ,0,0,0,0
מוטי צוקר,0,0,0,0
מוני פרידמן,0,0,0,0
מוניר מולא,0,0,0,0
מונל רורליך,0,0,0,0
מוסטפא נעאמנה,0,0,1,1
מור בוסתן נחומסון,0,0,0,0
מור ברגמן,0,0,0,0
מור ג'ובני-לוי,0,0,0,0
מור מושקוביץ,1,0,0,0
מור פבלובסקי,0,0,0,0
מוראד עבד אלראזק,0,0,0,0
מוראד צפורי,1,0,0,0
מורד אבו פריח,1,1,1,1
מורד אלשמאלי,0,0,0,0
מוריס בטומסקי,0,0,0,0
מורמן רוטר,0,0,0,0
מורן אגסי זייטלר,0,1,0,0
מורן באום,0,0,0,0
מורן ברקן רונן,0,0,0,0
מורן הויזמן קדם,0,0,0,0
מורן חזן,0,0,0,0
מורן לביא,0,0,0,0
מורן פז,1,1,0,0
מורן רובינשטיין,1,0,0,0
מורן שויקה רבאו,0,0,0,0
מורן שטיינר,0,0,0,0
מוש אהרוני,1,0,0,0
מזהר עטאללה,1,0,1,1
מחמד אלדדא,1,0,1,0
מחמוד אבו גזאלה,1,1,1,1
מחמוד דאהר,0,0,0,0
מחמוד זידאן,0,0,0,0
מחמוד יונס,0,0,0,0
מחמוד מסרי,0,0,0,0
מיה גרשטיין,0,0,0,0
מיה נאור דובב,0,1,0,0
מיה רם וינר,0,0,0,0
מיטל אורן-שבתאי,0,0,0,0
מיטל אלמוג,1,0,0,1
מיטל הבר,0,1,0,0
מיטל ניימן,0,0,0,0
מיטל קבלרצ'יק,0,0,0,0
מיטל קידר,0,0,0,1
מייזי אליעזר,0,0,0,0
מייק פרנקין,0,0,0,0
מיכאל אבא,0,0,0,0
מיכאל אטינגר,0,0,0,0
מיכאל איצקסון,0,0,0,0
מיכאל בז'יוריאנו,0,0,0,0
מיכאל ברוסילוב,1,1,0,0
מיכאל גורביץ,0,1,0,0
מיכאל ויינריב,1,0,1,0
מיכאל טולצ'ינסקי,0,0,0,0
מיכאל יאיר,0,0,0,0
מיכאל יגודייב,0,0,0,0
מיכאל ירמייב,0,0,0,0
מיכאל מיכלסון,0,0,0,0
מיכאל מרקושביץ,1,0,1,1
מיכאל עסאף,1,0,0,0
מיכאל פאול,0,1,1,0
מיכאל פאר,1,0,1,1
מיכאל פרומר,0,0,0,0
מיכאל פשרסטניק,0,0,0,0
מיכאל קוגן,0,0,0,0
מיכאל קוצ’וק,1,1,0,0
מיכאל קורנייבסקי,0,0,0,0
מיכאל רגנבוגן,0,0,0,0
מיכאל רחקוביץ',0,0,0,0
מיכאל שוורץ,0,0,0,0
מיכאל שילון,0,0,0,0
מיכאל תמר,0,1,1,1
מיכל אייזנר,0,0,0,0
מיכל אלמוס,0,0,0,0
מיכל ברודבקה,0,0,0,0
מיכל ברכה,1,0,0,1
מיכל דבירי,0,0,0,0
מיכל דקל שטיינקלר,0,0,0,0
מיכל ישורון,0,0,0,0
מיכל כשר מירון,0,0,0,0
מיכל ליאפיס,0,0,0,0
מיכל מאירסון,0,0,0,0
מיכל מעודה-חבקוק,0,0,0,0
מיכל עובדיה,0,0,0,0
מיכל פלדון,0,0,0,0
מיכל קהל,0,0,0,0
מיכל רוזן שעובי,0,0,0,0
מימון מוסא,1,0,0,0
מימי ארנרייך,0,0,0,0
מיקי הייפלר,0,0,0,0
מיקי לביא,0,1,0,0
מיקי מוסקוביץ,0,1,0,0
מירב בנצקי,0,0,0,0
מירב סוקולוב,0,0,0,0
מירב קדמי,1,0,0,0
מירב שגב,0,0,0,0
מירב שמידט,0,0,0,0
מירה גינזבורג,0,0,0,0
מירה כץ,0,0,0,0
מירה מנביץ' מזור,0,0,0,0
מירה רוזן,0,0,0,0
מירון פרוימוביץ,0,0,0,0
מירי אהרונוב,0,0,0,0
מירית גליק,0,0,0,0
מירית וינברג,0,0,0,0
מישל גלפרן סגל,0,0,0,0
מישל פלאס,0,0,0,0
מכון emg,0,0,0,0
מכון emg -  רון דבי,0,0,0,0
מכון emg - אלקטרומיוגרפיה,0,0,0,0
מכון emg חיפה,0,0,0,0
מכון rdg - imaging,0,0,0,0
מכון אולטרא סאונד מלנומה יוניט,0,0,0,0
מכון אולטרסאונד - מיטב,0,0,0,0
מכון פיזיותרפיה physio & sport clinic,1,0,0,0
מכון פיזיותרפיה village physio,1,0,0,0
מלאני זימן,0,0,0,0
מנאר קעואר,0,0,0,0
מנו רובינפור,0,0,0,0
מנואל שוורצמן,1,0,0,0
מנחם זינגר,1,1,1,1
מני ברכה,1,1,1,1
מסארוה שחאדה,0,0,0,0
מסודי ויסמן,0,0,0,0
מעבדת שינה מילניום טל,1,0,1,1
מעיין צ'רנו,1,0,0,0
מעין חנה,0,0,0,0
מעין קוממי בר-און,0,0,0,0
מעין שחם,0,0,0,0
מקבל שלח,1,1,1,0
מקס אייזנברג,0,0,0,0
מקס כהן,0,0,0,0
מקסים גורביץ,0,0,0,0
מראם עאמר,0,0,0,1
מרגלית מואסיס,0,0,0,0
מרדכי סליי,0,0,0,0
מרואן אליאס,1,1,0,1
מרואן גנטוס,1,0,0,0
מרואן דאוד,0,0,0,0
מרטין פרואין,0,0,0,0
מריאן חטיב,0,0,0,0
מריאנה בר לב,0,0,0,0
מריאנה ויינרמן,0,0,0,0
מריה נסאר,0,0,0,0
מריה פרידמן,0,0,0,0
מריה קרמון,0,0,0,0
מריוס קובל,0,0,0,0
מרים ארנברג,0,0,0,1
מרים ורשביאק,0,0,0,0
מרינה ארביטמן,0,0,0,1
מרינה בונדרנקו,0,0,0,0
מרינה גבריאלוב,0,1,0,0
מרינה וולקוב,0,0,0,0
מרינה ליוייב,0,0,0,0
מרינה נסטר,0,0,0,0
מרינה פקר זלוטין,0,1,0,0
מרינה קולודי,0,0,0,0
מרינה שנק,1,0,0,0
מרכז  דיין לרפואה משולבת,0,0,0,1
"מרכז פיזיותרפיה, שיקום וטיפול בכאבים fixyou",1,0,0,0
מרכז רפואי דוד - מרפאת נשים,0,0,0,1
מרסלו מיטק - dr. marcelo mitak,0,0,0,0
מרעי כבהה,0,0,0,0
מרפאות  רון אמיר,0,0,0,0
מרפאת  אמיל ליטבק,0,0,0,0
מרפאת  הירשהורן - מרפאת מומחים לרפואת שיניים,0,0,0,0
מרפאת  עוואד,0,0,0,0
מרפאת  קראט,0,0,0,0
מרפאת fym,0,0,0,0
מרפאת hymysmile,0,0,0,0
מרפאת מומחים בנגב,0,0,0,0
מרפאת מומחים לרפואת שיניים ברעננה ע'ש   אודי יוגב,0,0,0,0
מרפאת מומחים לשיקום הפה,0,0,0,0
מרפאת שיניים   אלכסנדר,0,0,0,0
מרפאת שיניים  ברוקמאייר,0,0,0,0
מרפאת שיניים  ותד ג'לאל,0,0,0,0
מרפאת שיניים  קובטי,0,0,1,1
מרפאת שיניים royal dent,0,0,0,0
מרפאת שיניים smile vision -  אולג אדינייב,0,0,0,0
מרפאת שיניים דנטל קלינק,0,0,0,0
מרפאת שיניים מומחים i smile,0,0,0,0
מרפאת שיניים מרום,0,0,0,0
מרק ברזינס,1,1,1,1
מרק לבנטר,1,0,0,0
מרק ליטווק,0,0,0,0
משגב רוטנשטרייך,0,0,1,1
משה אמיר,0,0,0,0
משה אשכנזי,0,0,0,0
משה גילאור,0,0,1,1
משה דהן,0,0,0,0
משה זילבר,0,0,0,1
משה חייצ'יק,0,1,0,0
משה יהודה,0,0,0,0
משה כרמון,1,1,0,0
משה מרדכייב,0,0,0,0
משה נדלר,1,0,1,0
משה סלוקי,0,0,0,0
משה קמר,1,0,1,0
משה רב-אחא,0,0,0,0
משה רויבורט,1,1,0,0
מתי מזרחי,0,0,0,0
מתן אורגיל,0,0,0,0
מתן אלדס פיזיותרפיה pro care clinic,1,0,0,0
מתן בירן,0,0,0,0
מתן מקייטן,0,0,0,0
מתן סגלוביץ,0,0,0,0
מתן סיטרמן,0,0,0,1
מתן שרף,0,0,0,0
נאדר ח׳דר,1,0,0,0
נאדר עבדל-רחמן,1,1,1,1
נאום סימנובסקי,0,0,0,0
נאפע חאג' יחיא,0,0,0,0
נבו מרגלית,0,0,0,0
נביל גרייב,1,1,1,0
נגה גולדמן,0,0,0,0
נגה ליפשיץ טייר,0,1,0,0
נגה פוקס ויצמן,0,0,0,0
נדב אסטמן,0,1,1,0
נדב גוטמן,0,0,0,0
נדב וילנר,0,0,0,0
נדב נבו,0,0,0,0
נדב פרידל,0,0,0,0
נדב קלדרון,0,0,0,0
נדב שאשה,1,1,1,1
נוה פיירשטיין,0,0,0,0
נועה גל גינדי,0,0,0,0
נועה גרובר,0,0,0,0
נועה ורדי,0,0,0,0
נועה לב,1,0,0,0
נועה מורג,0,0,0,0
נועה סדן,0,0,0,0
נועה פישר,0,0,0,0
נועם אולשינקה,1,1,1,1
נועם חי,0,0,0,0
נועם רשף,1,1,0,0
נועם שוסמן,0,0,0,0
נופר גבריאלה איסקוב,0,0,0,0
נור חטיב,0,1,1,1
נורה דביאת,0,1,0,0
נורית עומר,0,0,0,0
נורית קוליש,0,0,0,0
נח'ול (נחול) נח'ול,0,0,0,0
נחום סאמט,0,0,0,0
נחשון דמארי,0,0,0,0
נטלה בלינסון,0,0,0,0
נטלי מלכא,0,0,0,0
נטלי מרמור,1,0,0,0
נטלי פיינשטיין עובדיה,0,0,0,0
נטלי קורן,0,0,0,0
נטלי ריבקין,0,0,0,0
נטלי שליט,0,0,0,0
נטליה גולדברג,0,0,0,0
נטליה וולקוב,0,0,0,0
נטליה פיצ'וגין,0,0,0,0
נטליה קבלוצ'יק,0,0,0,0
נטליה קובליוק,0,0,0,0
נטע אבירן,0,0,0,0
נטע אדרת,0,0,0,0
נטע איזנברג,0,0,1,0
נטע בומס יונאי,0,0,0,0
נטע לם,0,0,0,0
נטע לניאדו שריג,1,0,0,0
נטע קפלן,0,0,0,0
נטע קרם,0,0,0,0
נטע רז,1,1,0,1
ניג'מי אנדראוס דאוד,0,0,0,0
ניזאר חוראני,0,0,0,0
נילי שמרוט,0,0,0,0
נינה גורדון,0,0,0,0
נינה דר,0,0,0,0
נינה ייחילביץ,0,0,0,0
נינו שפוליאנסקי-נוגאידלי,0,0,0,0
ניסים חיימוב,1,0,1,0
ניק טאודורוביץ,0,0,0,0
ניקול ברנפלד,0,0,0,0
ניקול רוזנברג,0,1,0,0
ניר איל,0,0,0,0
ניר ביטרמן,1,0,0,0
ניר גבריאל,1,0,0,1
ניר גל אור,0,0,0,0
ניר דיאמנט,0,0,0,0
ניר דיין - מכון פיזיותרפיה,1,0,0,0
ניר הוס,0,0,0,0
ניר זיידר,0,0,0,1
ניר זילברברג,0,0,0,0
ניר חייא,1,0,1,0
ניר כהן,1,0,0,0
ניר נתנזון,0,0,0,0
ניר פילוסוף,0,0,0,0
ניר קוגלמן,1,0,0,0
נירית אבירן,0,0,0,1
נלי שטיינבוק,0,0,0,0
נמרוד אברבוך,0,0,0,0
נמרוד דר,0,1,0,1
נמרוד פרידמן,0,0,0,0
נסים לוי,0,0,0,0
נעה אפרת - בן ברוך,1,0,1,1
נעה גונן,0,0,0,0
נעה חדייר,0,1,0,0
נעים ערטול,0,1,0,0
נעם ארמון,0,0,0,0
נעם כתרי,0,0,0,0
נעמה זוהר,0,0,0,0
נעמה מץ,0,0,0,0
נעמה מרקוס,1,1,0,1
נעמה סאמט,0,0,0,0
נעמה סגל,0,0,0,0
נעמה פלץ-סינואני,0,0,0,0
נעמה פרידנברג,0,0,0,0
נעמי ויסנברג,0,0,0,0
נעמי נקש נידם,0,0,0,0
נעמי עוז,0,0,0,0
נעמי רבינוביץ,0,0,0,1
נעמי שרון,0,0,0,0
נרקיס קושנר,0,0,0,0
נשימת חיים בצפון,0,0,0,0
נתלי זילברמן שרון,0,1,0,1
נתן סילבר,1,0,1,1
נתנאל גולדשטיין,0,0,0,0
נתנאל טימסטיט,0,0,0,0
נתנאל שטיינברג,0,0,0,0
סאהר אסדי,0,0,1,0
סאוטה מילטון,1,1,1,1
סאלו חרץ,0,0,0,0
סאלח נזאל,0,0,0,0
סאלח נסייר,0,0,0,0
סאמר דיאב,0,0,0,0
סאמר חסן,0,0,0,0
סאמר מוחתסב,0,0,0,0
סבטלנה ברנר,0,1,1,0
סבטלנה גרישין,0,0,0,0
סבטלנה פרולובה,0,0,0,0
סבינה לובינקר,0,0,0,0
סהר נדל,0,0,0,0
סובחי עזאם,0,0,0,0
סוהיל גרה,1,0,0,0
סוזאן וזוז,0,0,0,0
סוזנה גלפרין,0,0,0,0
סוזנה מוסטפא מיח'איל,1,0,0,0
סוטיטה דיסטהפורן,0,0,0,0
סולומון,0,0,0,0
סולטאן חלאילה,1,0,0,0
סולימן זערורה,1,1,1,0
סומיט צ'טרג'י,0,0,0,1
סופי ברנס,0,0,0,0
סופי גרינברג,0,0,0,0
סופיה גורביץ,0,0,0,0
סופיה קורדליוק,0,1,1,1
סופיה שפירא,0,0,0,0
סטלה הייזלר,0,0,0,0
סטניסלב קליוץ,0,0,0,0
סטפ אפ - מרכז לפיזיותרפיה ושיקום,1,0,0,0
סטפני בלומר,0,0,0,0
סיגל דגן-זיידמן,0,0,0,0
סיגל ויינר,0,0,0,0
סיגל זמודזיאק יחיעם,0,1,0,0
סיגל שוורץ,0,0,0,0
סידני שפירא,0,0,0,0
סיון גושן,0,0,0,0
סיון זיסמן אלבז,0,0,0,0
סיון סקוירסקי,1,1,0,0
סיון פרלדנסקי,0,0,1,1
סיון שוחר,0,0,0,0
סיטיסמייל - מרפאת שיניים ואסתטיקה,0,0,0,0
סימון קייזרמן,0,0,0,0
סלאח סמחאת,0,1,0,0
סלבה אהרון,0,0,0,0
סלים נאסר,0,0,0,0
סמדר פקר - ניר,0,0,0,0
סמדר פקר ניר,0,0,0,0
סמדר שרייבר,0,0,0,0
סמואל זיתון,0,0,0,0
סמואל מוסקוויסי,0,0,0,0
סנד מסארוה – wellness,0,0,0,0
סנדרה בניזרי,0,0,0,0
סנונית שוורץ,0,0,0,0
סנעאללה מחפוז,0,0,0,0
סעד סיידה,0,0,0,0
סעיד יאסין,0,1,0,0
סעיד מסארוה,1,0,0,0
סעיד סלמאן,0,0,0,0
סעיד סעאדה,0,0,0,0
סעיד שלבי,0,0,0,0
ספורטופדיה,0,0,0,0
ספורתאג מרכז לרפואת ספורט,1,0,0,0
ספי פורת,0,0,0,0
סרג'יו סוצ'אה,1,0,0,0
סרג'יו שבתאי,1,0,1,1
סרגי ווסקו,1,1,1,0
סרגי טוניצקי,0,0,0,0
סרגי נווה,0,0,0,0
סרגיי אמונץ,0,0,0,0
סרגיי דומצ'יק,1,1,1,0
סרי בולוס,1,1,0,0
סשה גוריונוב,0,0,0,0
סתיו רקדזון,0,0,0,0
עאדל ברבארה,1,0,1,1
עאדל עומר,0,0,0,0
עאידה הייב חלייחל,0,0,0,0
עאמר בראנסי,1,0,0,0
עאמר זוביידאת,0,0,0,0
עאמר זרייק,0,0,0,0
עאסם אבו אשתייה,0,0,0,0
עארף אל נצאצרה,0,0,0,0
עבד אל רחמן אבו גנים,1,1,0,0
עבד אלחכים אבו טועמה,0,0,0,0
עבד אלחלים דראושה,0,0,0,0
עבד אלכרים דראושה,1,0,0,0
עבדאללה ואכים,0,0,0,0
עבדאללה פואז,1,1,1,1
עבדאלרחים אבו חיט,0,0,0,0
עביר מסארוה,0,1,0,0
עדי אדן,0,0,0,0
עדי איינהורן,0,0,0,0
עדי אריאלי,0,0,0,0
עדי ואקנין בהט,0,1,0,0
עדי יאנה,1,1,0,0
עדי ליכטנשטיין,1,1,0,0
עדי נוסרטי פרצ'יק,0,0,0,0
עדי נחום,0,0,1,0
עדי סיון גילדור,0,0,0,0
עדי סילביה פרבר,0,0,0,0
עדי סעדיה,1,1,0,0
עדי עשרי יעקובוביץ,0,0,0,0
עדי פרידמן,0,0,0,0
עדי צוונג גונן,0,0,0,0
עדי רם עדיני,0,0,0,0
עדי שוורץ,0,1,0,0
עדיאל רויטמן,0,0,0,0
עדיה רוזנטל,0,0,0,0
עדינה דניאל חזן,0,0,0,0
עדית דובי סובול,0,0,0,0
עדן זר,0,0,0,0
עדן כהן,0,0,0,0
עדנאן סואעד physiad,0,0,0,0
עודד רבאו,0,0,0,0
עודד רוף,0,0,0,0
עודד רוק,0,0,0,1
עודד שומר,1,0,0,0
עודד שראל,0,0,0,0
עוז גביש,0,0,0,0
עוז יקיר,0,1,0,0
עוז סגל,0,0,0,0
עוזי בן דוד,0,0,0,0
עומר גנדלמן,0,0,0,0
עומר וולף,0,0,0,0
עומר טרביצקי,0,0,1,1
עומר כהן - dr. omer cohen,0,0,0,0
עומר סלוין,0,0,0,0
עומר פלייסיג,0,0,0,0
עומר קוטון,0,0,0,0
עומר קליין,0,0,0,0
עומר רוזנבאום,0,0,0,0
עומר רוט,1,0,0,0
עומרי ברגר,0,0,0,0
עומרי ויינשטיין,0,0,0,0
עומרי פרידלנד,0,0,0,0
עופר ארנון,0,0,0,0
עופר ברוך,0,0,0,0
עופר ברנוביץ'  ph.d מומחה לאונקולוגיה אינטגרטיבית. ליווי מקצועי לחולים אונקולוגים ולמחלימים מסרטן,0,0,0,0
עופר גונן,0,0,0,0
עופר גליק,0,1,0,0
עופר הררי ברגר,0,0,0,0
עופר זקס,1,0,0,0
עופר פורים,0,0,0,0
עופר קובו,0,0,0,0
עופר רייטר אגר,0,0,0,0
עופרה קריגר שרעבי,0,1,0,0
עורואה נאסר md mph,0,0,0,1
עותי רודיך,0,0,0,0
עזאם אברהים,0,0,0,0
עידו אלדר,0,0,0,0
עידו ליסי,1,1,0,0
עידו מזרחי,1,1,1,1
עידו מלמד,0,0,0,0
עידו פרישר,0,0,0,0
עידו רוקח,1,0,0,0
עידית בלוך,0,0,0,0
עידן בר מנדלסון,0,0,0,0
עידן זיסמן,0,0,0,0
עידן טימור,0,0,0,0
עידן כרמלי,0,1,0,0
עידן לוי,0,0,0,0
עידן סטרול,0,0,0,0
עידן תמיר,0,0,0,0
עינב ברקוביץ,0,0,0,0
עינב הירשהורן,0,0,0,0
עינב כהן,0,0,0,0
עינת בראל,0,0,0,0
עינת דיקר לוי,0,0,0,0
עינת ורון שחר,0,0,0,0
עינת חייקין הרצברגר,0,0,0,0
עינת טילבור,0,0,0,0
עינת טרוגמן פיירשטיין,0,0,0,0
עינת יאקירביץ',0,0,0,0
עינת כרמון,0,1,1,0
עירא בכר,1,1,0,0
עירית הוכברג,0,0,0,1
עירית חרמש,0,0,1,1
עירית סולל שרון,0,0,0,0
עירית סמילנסקי,0,0,0,0
עירית שמעוני,0,0,0,0
עירית תירוש,0,0,0,0
עלא אבו סאלח,1,1,1,0
עלא אלדין מוהנא,1,1,1,1
עלא חורי,0,0,0,0
עלא מחאמיד,1,0,0,0
עלא ערוק,0,0,0,0
עלאא זחאלקה,1,0,0,0
עלאא מוסטפא,0,0,0,0
עלאא עבוד,0,0,1,0
עלאא ראשד,0,0,0,0
עלאם עודה,0,0,0,0
עלוית וולף,0,0,0,0
עלי יאסין,1,1,0,0
עלי סלימאן,1,0,0,0
עליזה אנדרון,0,0,0,0
עלמא - המרכז לבריאות השד,0,0,0,0
עמאד מטאנס,1,1,1,0
עמאד עיאט,0,0,0,0
עמוס בר,0,1,0,1
עמוס לוי,0,0,0,0
עמוס שפירא,0,0,0,0
עמיחי לבקוביץ,0,0,0,0
עמיחי נבו,0,0,0,0
עמיר רוזנבלט,0,0,0,0
עמיר שוורץ,0,0,0,0
עמירם צהר,0,0,0,0
עמית איל,0,0,0,0
עמית איתי,0,0,0,0
עמית גרין,0,0,0,0
עמית דוידסון,0,0,0,0
עמית דותן,0,0,0,0
עמית דמתי,0,0,0,0
עמית דרוין,0,0,0,0
עמית וולפוביץ,0,0,1,0
עמית ליבוביץ,0,0,0,0
עמית סגל,0,0,0,0
עמית קדמי,0,0,0,0
עמית קרן,0,0,0,0
עמית שגיא,1,0,0,0
עמית שחם,0,0,0,0
עמנואל בדני,0,0,0,0
עמנואל מרדכי,0,0,0,0
עמרי דומינסקי,0,0,0,0
עמרי ימין,0,0,0,0
עמרי לובובסקי,1,1,1,0
עמרי סולימני,0,1,0,0
ענאן אבו עואד,1,0,0,0
ענאן חוסיין,1,0,0,0
ענאן עבאסי,0,0,0,1
ענבל אבישר,1,1,0,0
ענבל וילנר,0,0,0,0
ענבל לוי צדק,0,0,0,0
ענבל מלמד טרץ,0,0,0,0
ענבל קדמן,0,0,0,0
ענבל שרלין,0,0,0,0
ענבר פינקל,0,0,0,0
ענבר צור מנדובסקי,0,0,0,0
ענבר קגן פרל,0,0,0,0
ענר קינן,0,0,0,0
ענת בכר צפורי,0,1,0,0
ענת בלנק,0,0,1,0
ענת בן ששון,0,0,0,0
ענת בק,1,1,1,1
ענת לאור,0,0,0,0
ענת מטיאש,0,0,0,0
ענת פאלון,0,0,0,0
ענת קסלמן,0,0,0,0
ענת רבינוביץ,0,0,0,0
ענת רבינוביץ לביא,0,0,0,0
ענת רוזנבלום,0,0,0,0
ענת שמואלי,1,0,0,0
ענת תדיר,0,0,0,0
עסאם הינדי,0,0,0,0
עסמת נג'אר,0,0,0,0
עפיף יעקוב,0,1,0,0
עפר רתם,0,0,0,0
עקיבא אלעד,0,0,0,0
ערין ג'מיל עבד אל קאדר,0,0,0,0
ערין זרעיני המרכז להשתלות שיניים ואסתטיקה דנטלית,1,1,0,0
ערן אביבי,0,1,1,0
ערן אוטרמסקי,0,0,0,0
ערן אורבוך,0,0,0,1
ערן אלון,0,0,0,0
ערן אלטמן,0,0,0,0
ערן אלנבוגן,0,1,0,0
ערן בר מאיר,0,1,0,1
ערן גבע,0,0,0,0
ערן גולד,0,0,0,0
ערן גלילי,0,0,0,0
ערן גליקסון,0,0,0,0
ערן זילברברג,0,0,0,0
ערן חדד,0,0,0,0
ערן מאירוביץ,1,0,0,1
ערן מגון,0,0,0,0
ערן מילט,0,0,0,0
ערן מרקוביץ,0,0,0,0
ערן פרידמן,0,1,1,0
ערן צונץ,1,0,0,0
ערן צנציפר,0,0,0,0
ערן רשף -  prophysio clinic,1,0,0,0
פאדי  זועבי,1,1,1,0
פאדי אבו אחמד,0,0,0,0
פאדי חורי,0,0,0,0
פאדי חליל חנא,1,1,1,0
פאדי רחאל,0,0,0,0
פאדל טיבי,0,0,0,0
פאיז חטיב,0,0,0,0
פאם-קליניק femme clinic,0,0,0,0
פאני בר לוי,0,0,0,0
פאני הרשקוביץ,0,0,0,0
פארס דראושה,0,0,0,0
פארס סלאמה,0,0,0,0
פביאנה בנימינוב,1,0,1,1
פבל אבי זולוטרבסקיי,1,1,0,0
פבלו רוסו,0,0,1,0
פהד סכס,1,0,0,0
פולינה אוסטרובסקי,0,1,1,0
פולינה שוורצמן,1,1,0,0
פזית שקד,0,0,0,0
פטרו פרקש,0,0,0,0
פטריסיה שבס,0,0,0,0
פטריק ג'ובראן,0,0,0,0
פטריק שטפלר,1,0,0,0
פיוטר מליקוב,0,0,0,0
פיזיובאלנס בע'מ,1,0,0,0
פיזיופיט,1,0,0,0
פיליפ בן סייד,0,0,0,0
פיליפ רוזינסקי,0,1,1,0
פינחס אהרוני,0,0,0,0
פיראס אבו רומחין,0,0,0,0
פיראס עזאם,0,0,0,0
פיראס פאהום,0,0,0,1
פירוז נאסר,0,0,0,0
פליקס בוקשטיין,0,0,0,0
פנדה פיזיותרפיה,0,0,0,0
פנחס שמעונוב,0,0,0,0
פסח מלניק,0,0,0,0
פסיה פרידמן רובין,0,0,0,0
פענוח ct,0,0,0,0
פענוח mri,0,0,0,0
פרולו קיור - prolo cure,0,0,0,0
פרופ שחף שיבר,0,0,0,0
פרופ' אבי בן הרוש,1,0,1,1
פרופ' אבי חפץ,0,0,0,0
פרופ' אבי סלומון,1,1,1,1
פרופ' אביבה לויטס,1,1,0,0
פרופ' אביגדור זליקובסקי,0,0,1,0
פרופ' אבישי גרופר,0,0,0,0
פרופ' אביתר אפרים,1,1,1,0
פרופ' אבנר בלקין,0,0,1,0
פרופ' אבנר טלר,0,0,0,0
פרופ' אבשלום שלום,1,1,1,1
פרופ' אדי קויפמן,0,1,1,1
פרופ' אהוד אטון,0,1,1,1
פרופ' אהוד ראט,1,1,1,1
פרופ' אופירה זלוטו,1,1,1,0
פרופ' אור קיזרמן,1,0,1,1
פרופ' אורי גבעון,0,0,0,0
פרופ' אורי סגל,1,0,0,0
פרופ' אורי רוזובסקי,0,0,0,0
פרופ' אוריאל שפירר,0,1,0,1
פרופ' איגור סוחוטניק,0,0,0,0
פרופ' אייל עמר,0,0,0,0
פרופ' אייל שטייר,0,0,0,0
פרופ' איל בן אסא,0,0,0,0
פרופ' איל רובינשטוק,0,0,0,0
פרופ' אילה פולק,0,0,0,0
פרופ' אילן ברוכים,1,1,0,0
פרופ' אילן ליבוביץ,1,0,1,1
פרופ' אילן רון,0,0,0,0
פרופ' אילן שמעון,1,0,0,1
פרופ' אירית ברקת,0,0,0,0
פרופ' איתי גת,0,0,0,0
פרופ' איתי לוטן,0,0,0,0
פרופ' איתי פרץ,1,1,1,1
פרופ' איתן מיזיריצקי,0,0,0,0
פרופ' אלה נפרסטק,0,0,0,0
פרופ' אלון ערן,0,0,0,0
פרופ' אלון פרס,0,0,0,0
פרופ' אלון קדם,0,0,1,0
פרופ' אלון שרים,0,0,0,0
פרופ' אלי הרשקוביץ,1,1,0,0
פרופ' אלי מזרחי,0,1,0,0
פרופ' אליהו לויטס,1,1,1,1
פרופ' אלינה וייסמן ברנר,0,0,0,0
פרופ' אלכס פרל (וולודרסקי),1,1,1,0
פרופ' אלכסנדר בלנקשטיין,0,0,0,0
פרופ' אמיר הרמן,1,1,1,1
פרופ' אמיר וייזר,1,1,1,1
פרופ' אמיר תירוש,0,0,0,0
פרופ' אסף זלצר,1,1,0,0
פרופ' אסקיאל פלמנוביץ',1,0,0,1
פרופ' ארז קכל,0,1,0,1
פרופ' ארי לשנו,0,0,0,1
פרופ' אריאל מני,0,0,0,0
פרופ' אריה אורנשטיין,0,0,0,0
פרופ' ארנון אליצור,0,0,0,0
פרופ' ארנון ברוידס,0,0,0,0
פרופ' ארנון כהן,0,1,1,1
פרופ' בוריס קירשטיין,1,1,1,0
פרופ' בן ציון יהושע,1,1,0,1
פרופ' בני אבידן,0,0,0,0
פרופ' בנימין וולוביץ,0,1,0,0
פרופ' ברוך ברנר,1,1,1,1
פרופ' ג'פרי קשוק,0,0,0,0
פרופ' גדעון אלמוגי,1,1,1,0
פרופ' גיא הידש,1,1,1,1
פרופ' גיא להט,0,0,0,0
פרופ' גיל אמריליו,0,0,0,0
