clean_name,name,clalit,maccabi,meuhedet,leumit
יריב גולדשטיין,"ד""ר יריב גולדשטיין",0,0,0,1
יריב סלעית,"ד""ר יריב סלעית",0,1,1,0
יריב קשת,"ד""ר יריב קשת",0,0,0,0
יריב שטבהולץ,"ד""ר יריב שטבהולץ",0,0,1,1
ירמיה לובש,ירמיה לובש,0,1,1,0
ירמיהו לובש,ירמיהו לובש,1,0,0,0
ישי חיימי-כהן,ישי חיימי-כהן,0,1,0,0
ישי רוזנבלט,ישי רוזנבלט,0,0,0,0
ישי שופטי,ישי שופטי,0,0,0,0
ישראל ברמה,ישראל ברמה,1,1,1,1
ישראל גוטסמן,ישראל גוטסמן,1,1,1,0
ישראל גלבר,ישראל גלבר,1,0,0,0
ישראל גלוזמן,"ד""ר ישראל גלוזמן",0,0,0,0
ישראל גרפשטיין,ישראל גרפשטיין,1,0,0,0
ישראל הנדלר,"ד""ר ישראל הנדלר",0,0,0,0
ישראל טאבי,ישראל טאבי,1,0,0,0
ישראל טאובר,ישראל טאובר,0,0,0,0
ישראל מונקיאר,ישראל מונקיאר,0,1,1,0
ישראל צירולניקוב,ישראל צירולניקוב,0,1,0,0
ישראל קליר,ישראל קליר,1,0,0,0
ישראל שטבון,ישראל שטבון,0,0,0,1
ישראל שטרסמן,ישראל שטרסמן,0,1,1,0
כאמל עמאשה,"ד""ר כאמל עמאשה",0,1,0,0
כאתבה עבדאללה,כאתבה עבדאללה,0,0,0,1
כיפאח בלאל,"ד""ר כיפאח בלאל",0,0,0,0
כמאל מטאנס md,"ד""ר כמאל מטאנס MD",1,0,0,0
כמאל נעמה,"ד""ר כמאל נעמה",0,0,0,0
כפאח אבו עמשה,"ד""ר כפאח אבו עמשה",0,0,0,0
כפיר טל,"ד""ר כפיר טל",1,1,0,0
כץ קליניק katz clinic,כץ קליניק katz clinic,0,0,0,0
כראם חאג' יחיא,כראם חאג' יחיא,0,0,0,1
כרים סלאמה,"ד""ר כרים סלאמה",0,0,0,0
כרם חאג' יחיה,כרם חאג' יחיה,0,0,0,0
כרמל פינק,"ד""ר כרמל פינק",0,0,0,0
כרמל שחר,כרמל שחר,0,0,0,0
לאה אקהרד כחלון,"ד""ר לאה אקהרד כחלון",0,0,0,0
לאה טפירו,"ד""ר לאה טפירו",0,0,0,0
לאה ציפקין,לאה ציפקין,1,0,0,0
לאה קורן,לאה קורן,0,1,0,0
לאה שייר,לאה שייר,1,1,0,0
לאון אזגווי לוי,"ד""ר לאון אזגווי לוי",0,0,0,0
לאון גרדוב,"ד""ר לאון גרדוב",0,1,0,0
לאוניד בויארסקי,לאוניד בויארסקי,1,1,0,0
לאוניד ברוורמן,"ד""ר לאוניד ברוורמן",0,0,0,0
לאוניד לוביק,לאוניד לוביק,0,1,0,0
לאוניד ליכטנשטיין,לאוניד ליכטנשטיין,0,0,1,1
לאוניד ליס,לאוניד ליס,0,1,0,0
לאוניד ליפקין,"ד""ר לאוניד ליפקין",0,0,0,0
לאור בן שמעון,לאור בן שמעון,0,0,0,0
לאורה חזן,"ד""ר לאורה חזן",0,0,0,0
לאמרה ארנס,"ד""ר לאמרה ארנס",0,0,0,0
לאנדרו קסלמן,"ד""ר לאנדרו קסלמן",0,0,0,0
לארי אגר,"ד""ר לארי אגר",0,0,0,0
לב בדרין,לב בדרין,0,1,0,0
לב דורפמן,"ד""ר לב דורפמן",0,0,0,0
לב דינקין,לב דינקין,1,0,0,0
לב לפידוס,"ד""ר לב לפידוס",1,1,1,1
לב לרנר,לב לרנר,0,1,0,0
לב מנדלביץ,לב מנדלביץ,1,0,0,0
לב קורבסקי,"ד""ר לב קורבסקי",0,0,0,0
לב קלוט,לב קלוט,1,1,0,0
לב שואב,לב שואב,1,0,1,1
לב שוורץ,לב שוורץ,0,0,0,1
לב שליזרמן,לב שליזרמן,1,1,0,0
לביבה טובאל,לביבה טובאל,1,0,0,0
לבנת עטר פרוימן,"ד""ר לבנת עטר פרוימן",0,0,0,0
להבית אקרמן,"ד""ר להבית אקרמן",1,0,0,0
לואא עומר,"ד""ר לואא עומר",0,1,0,0
לואי אסדי,לואי אסדי,1,0,0,0
לואי בסול,"ד""ר לואי בסול",0,0,0,0
לואי חלאילה,"ד""ר לואי חלאילה",0,0,0,0
לואי סעדיה,לואי סעדיה,1,0,0,0
לואי עבוד,"ד""ר לואי עבוד",0,0,0,0
לואיז הנריקס,"ד""ר לואיז הנריקס",0,0,0,0
לואיזה זקסונסקי,לואיזה זקסונסקי,0,1,0,0
לואיס ויינראוך,לואיס ויינראוך,1,1,1,0
לואיס שור,"ד""ר לואיס שור",1,0,1,0
לואיס שור אולטרסאונד פרקי ירכיים,לואיס שור אולטרסאונד פרקי ירכיים,0,1,1,0
לובה בר סף,"ד""ר לובה בר סף",0,0,0,0
לובה ברנבאום,לובה ברנבאום,0,1,0,1
לובה גרשפלד,לובה גרשפלד,1,0,0,0
לודמילה פרינצמן-מוטל,לודמילה פרינצמן-מוטל,1,0,0,0
לודמילה שני,לודמילה שני,1,0,0,0
לוטף כרכבי,לוטף כרכבי,1,0,0,0
לוצ'ילה זורזטי,"ד""ר לוצ'ילה זורזטי",1,0,0,0
לורה ברומברג,"ד""ר לורה ברומברג",0,0,0,0
לורה ג'רארד-שטיין,"ד""ר לורה ג'רארד-שטיין",0,0,0,0
לוריאן מדיקל,לוריאן מדיקל,0,0,0,0
לורין לויט-רוזן,"ד""ר לורין לויט-רוזן",0,0,0,0
לורן אבישר אביטן,"ד""ר לורן אבישר אביטן",0,0,0,0
לורנט קלאפהולץ,לורנט קלאפהולץ,0,1,1,0
לורנס בין,"ד""ר לורנס בין",0,0,0,0
לורנס הנסון,לורנס הנסון,1,0,0,0
לי יערי,"ד""ר לי יערי",0,0,0,0
לי קפלן פלך,לי קפלן פלך,0,0,0,0
לי שגב,"ד""ר לי שגב",0,0,0,0
ליאב יואלי,"ד""ר ליאב יואלי",0,0,0,0
ליאה שיפטר,ליאה שיפטר,1,0,0,0
ליאון גילמן,"ד""ר ליאון גילמן",0,0,0,0
ליאון גרין,"ד""ר ליאון גרין",0,0,0,0
ליאון ספיבק,"ד""ר ליאון ספיבק",0,0,0,0
ליאון פליישמן,ליאון פליישמן,1,0,0,0
ליאונה פישר פלד,ליאונה פישר פלד,0,1,0,0
ליאוניד קולומוסקי,ליאוניד קולומוסקי,1,0,0,0
ליאוניד קצ'קר,ליאוניד קצ'קר,1,0,0,0
ליאור בן אלטא - קליניקה לפיזיותרפיה,ליאור בן אלטא - קליניקה לפיזיותרפיה,1,0,0,0
ליאור בן צבי,"ד""ר ליאור בן צבי",1,0,0,0
ליאור ברקוביץ,"ד""ר ליאור ברקוביץ",0,0,0,0
ליאור גונן,"ד""ר ליאור גונן",0,0,0,0
ליאור דרוקר,"ד""ר ליאור דרוקר",1,0,0,0
ליאור טולקין,"ד""ר ליאור טולקין",1,0,1,0
ליאור כהן,ליאור כהן,0,0,0,0
ליאור לבר,"ד""ר ליאור לבר",0,1,0,1
ליאור לוי,"ד""ר ליאור לוי",0,0,0,0
ליאור לייבו,"ד""ר ליאור לייבו",0,0,0,0
ליאור נסים,"ד""ר ליאור נסים",0,0,0,0
ליאור סוזין - אופטומטריסט,ליאור סוזין - אופטומטריסט,0,0,0,0
ליאור סלוק,"ד""ר ליאור סלוק",0,0,0,0
ליאור סעידיאן,"ד""ר ליאור סעידיאן",0,0,0,0
ליאור פז,ליאור פז,0,0,0,0
ליאור קורן,"ד""ר ליאור קורן",0,1,0,1
ליאור שגיא,ליאור שגיא,0,1,1,0
ליאור שחר,ליאור שחר,0,0,0,0
ליאור שמש,ליאור שמש,0,0,0,0
ליאורה גיא,"ד""ר ליאורה גיא",0,0,0,0
ליאורה דוברובסקי,ליאורה דוברובסקי,1,0,0,0
ליאורה דנזיג לידר,"ד""ר ליאורה דנזיג לידר",0,0,0,0
ליאורה הולנדר,"ד""ר ליאורה הולנדר",0,0,0,0
ליאורה ווייג-אקילוב,ליאורה ווייג-אקילוב,1,0,0,0
ליאורה רוזן,"ד""ר ליאורה רוזן",0,0,0,0
ליאן קצבורג - אחות,ליאן קצבורג - אחות,0,1,0,0
ליאת אטס-פוקס,"ד""ר ליאת אטס-פוקס",1,1,1,0
ליאת ברנט,ליאת ברנט,0,0,0,0
ליאת הכט-נקר,"ד""ר ליאת הכט-נקר",0,0,0,0
ליאת פרל,"ד""ר ליאת פרל",0,0,0,0
ליאת שילה זלצר,"ד""ר ליאת שילה זלצר",1,0,0,0
ליבי כוכבי,ליבי כוכבי,0,1,0,0
ליבי כרמי,"ד""ר ליבי כרמי",0,0,0,0
ליבנה שפט הלר,"ד""ר ליבנה שפט הלר",0,0,0,0
לידור עטרי גילשטיין,"ד""ר לידור עטרי גילשטיין",0,0,0,0
לידור שמואלי,"ד""ר לידור שמואלי",0,0,0,0
לידיה אמינוב,לידיה אמינוב,0,1,0,0
ליה עשת,ליה עשת,0,0,0,0
ליה רפופורט,ליה רפופורט,0,0,0,1
ליהי עצמוני מעוז,ליהי עצמוני מעוז,0,0,0,0
ליהי שגיא,"ד""ר ליהי שגיא",0,1,0,0
ליהיא גדסי קפלן,ליהיא גדסי קפלן,0,0,0,0
ליובוב מינקוב,ליובוב מינקוב,1,0,0,0
ליונל אזן,"ד""ר ליונל אזן",1,0,0,0
ליזה גרוסמן,"ד""ר ליזה גרוסמן",0,0,0,0
ליזה קאלי,"ד""ר ליזה קאלי",0,0,0,0
ליטל אלהרר - plastic nurse,ליטל אלהרר - Plastic Nurse,0,0,0,0
לילא חדאד,"ד""ר לילא חדאד",0,0,0,0
לילה בראנסי,"ד""ר לילה בראנסי",0,0,0,0
לילי סגל,לילי סגל,0,0,1,0
לילי פרנקל,לילי פרנקל,0,0,0,1
לילי צח,לילי צח,1,0,0,0
לילי שרותי בריאות השן,לילי שרותי בריאות השן,0,0,0,1
ליליאן מעוז,ליליאן מעוז,0,1,0,0
ליליאנה אוריה,"ד""ר ליליאנה אוריה",0,0,0,0
ליליה זילבר,ליליה זילבר,0,0,1,1
לילך אלבגלי גוהרי,לילך אלבגלי גוהרי,0,0,0,0
לילך גולדשטיין,"ד""ר לילך גולדשטיין",0,0,0,1
לילך דרורי וגשל,לילך דרורי וגשל,0,0,0,0
לילך כהן,"ד""ר לילך כהן",0,0,0,0
לילך צולר,לילך צולר,0,0,0,0
לילך צור,לילך צור,0,1,1,0
לילך שמר מאירי,לילך שמר מאירי,1,0,0,0
לילך שמר-מאירי,"ד""ר לילך שמר-מאירי",0,0,0,0
לימור אילן בושרי,לימור אילן בושרי,0,0,0,0
לימור בנימיני בן-יעיש,לימור בנימיני בן-יעיש,0,1,0,0
לימור ציפרמן,"ד""ר לימור ציפרמן",0,0,0,0
לימור שפסה יצחקי,"ד""ר לימור שפסה יצחקי",0,0,0,0
לין טוגנדרייך,"ד""ר לין טוגנדרייך",0,0,0,0
לינה שלל,"ד""ר לינה שלל",0,0,0,0
לינור אברהם גלעדי,לינור אברהם גלעדי,0,0,0,0
ליסה לונדון,"ד""ר ליסה לונדון",0,0,0,0
ליסה פטלה,"ד""ר ליסה פטלה",0,0,0,0
ליעד חיימוביץ,"ד""ר ליעד חיימוביץ",0,1,0,0
לירון ברקוביץ',"ד""ר לירון ברקוביץ'",1,1,1,1
לירון מלצר,"ד""ר לירון מלצר",0,0,0,0
לירן אופיר,"ד""ר לירן אופיר",0,0,0,0
לירן טיאוסנו,"ד""ר לירן טיאוסנו",1,0,1,1
לירן לוי,"ד""ר לירן לוי",0,0,0,0
לנא אבו ורדה,"ד""ר לנא אבו ורדה",0,0,0,0
לנדה אלינה,לנדה אלינה,1,1,1,0
לנה עושרת,"ד""ר לנה עושרת",0,0,0,0
לרי בן-יעקב,לרי בן-יעקב,0,1,0,0
לריסה אנטונוב,לריסה אנטונוב,1,0,0,0
לריסה ברק,לריסה ברק,1,0,0,0
לריסה גלוזגל,לריסה גלוזגל,1,1,1,0
לריסה ויינר,"ד""ר לריסה ויינר",0,0,0,0
לריסה וייסבורד,לריסה וייסבורד,0,1,0,0
לריסה לוקינה,לריסה לוקינה,1,0,0,0
לריסה מוצמכר,"ד""ר לריסה מוצמכר",0,0,0,0
לריסה ריבו,"ד""ר לריסה ריבו",0,0,0,0
מאג'ד גנאים,מאג'ד גנאים,1,0,0,0
מאג'יד בדארנה,מאג'יד בדארנה,0,0,0,1
מאדי אל חאג',"ד""ר מאדי אל חאג'",0,0,0,0
מאהר חג'אזי,"ד""ר מאהר חג'אזי",0,0,0,0
מאהר חורי,"ד""ר מאהר חורי",0,0,0,0
מאהר חטיב,"ד""ר מאהר חטיב",1,0,1,1
מאהר פלאח," ד""ר מאהר פלאח",0,0,0,0
מאוריסיו כהן-וייזר,"ד""ר מאוריסיו כהן-וייזר",1,1,1,1
מאזן פלאח,"ד""ר מאזן פלאח",1,1,0,1
מאי ניצן,מאי ניצן,0,1,0,0
מאיה אבו גזאלה,"ד""ר מאיה אבו גזאלה",0,0,0,0
מאיה אווה פלג,"ד""ר מאיה אווה פלג",0,0,0,0
מאיה בן צבי,"ד""ר מאיה בן צבי",0,0,0,0
מאיה טורם,"ד""ר מאיה טורם",0,0,0,0
מאיה כלב-לנדוי,"ד""ר מאיה כלב-לנדוי",1,0,0,0
מאיה מוס ישי,מאיה מוס ישי,0,0,1,0
מאיה שרון וינר,"ד""ר מאיה שרון וינר",1,1,0,0
מאיר באבאיב,"ד""ר מאיר באבאיב",0,0,0,0
מאיר ויינשטיין,מאיר ויינשטיין,0,1,0,0
מאיר ורמן,מאיר ורמן,0,0,0,0
מאיר זמל,"ד""ר מאיר זמל",1,1,0,0
מאיר טל,"ד""ר מאיר טל",0,0,0,0
מאיר ליפשיץ,מאיר ליפשיץ,1,0,0,0
מאיר מונסליזה,מאיר מונסליזה,0,1,0,0
מאיר מור,מאיר מור,1,0,0,1
מאיר ממרייב,"ד""ר מאיר ממרייב",0,0,0,0
מאיר נסינג,מאיר נסינג,0,0,1,0
מאיר קוסמיארסקי בילרד,מאיר קוסמיארסקי בילרד,0,1,0,0
מאיר קרופסקי,"ד""ר מאיר קרופסקי",0,0,0,1
מאיר רונן,מאיר רונן,1,1,1,1
מאיר רייכר,"ד""ר מאיר רייכר",1,1,0,1
מאיר רצ'קימן,"ד""ר מאיר רצ'קימן",1,0,0,0
מאירה פוגל לוין,"ד""ר מאירה פוגל לוין",0,1,1,0
מאלק אבו-לאפי,"ד""ר מאלק אבו-לאפי",0,0,0,0
מאסטרפיס,מאסטרפיס,0,0,0,0
מארי אודיל אריק - marie-odile erik,מארי אודיל אריק - Marie-odile Erik,0,0,0,0
מארי נופי-ברהום,"ד""ר מארי נופי-ברהום",0,0,0,0
מאריו דאוד,"ד""ר מאריו דאוד",0,0,0,0
מארק דוד בוכריס,"ד""ר מארק דוד בוכריס",0,0,0,0
מאשה בן צבי,"ד""ר מאשה בן צבי",0,0,0,0
מאשה מזור אורינג,"ד""ר מאשה מזור אורינג",0,0,0,0
מאשה קרופניקוב,מאשה קרופניקוב,0,0,0,0
מבאריקי נעמה,"ד""ר מבאריקי נעמה",1,0,0,0
מבחן מאמץ(ארגומטריה) מרפאת מרום,מבחן מאמץ(ארגומטריה) מרפאת מרום,0,1,1,1
מג'ד זייד,"ד""ר מג'ד זייד",0,0,0,0
מג'ד עמר majd omer,מג'ד עמר Majd Omer,0,0,0,0
מג'די נפאע,"ד""ר מג'די נפאע",0,1,0,0
מגל מלחז,מגל מלחז,0,0,0,0
מג׳די אמטיראת,"ד""ר מג׳די אמטיראת",1,1,1,1
מדארט,מדארט,0,0,0,0
מדימקס מכון פיזיותרפיה medimax,מדימקס מכון פיזיותרפיה MEDIMAX,1,0,0,0
מהרן כבהה,"ד""ר מהרן כבהה",1,0,0,0
מואיז יניפליז,מואיז יניפליז,1,0,0,0
מובארק נאבולסי,מובארק נאבולסי,0,0,0,1
מודי אגם,מודי אגם,0,1,0,0
מודי גולדנפלד,מודי גולדנפלד,0,0,0,0
מודי נפתלי,"ד""ר מודי נפתלי",0,0,0,0
מוהנא ברהום,"ד""ר מוהנא ברהום",0,0,0,0
מוחמד אבו מוחסן,"ד""ר מוחמד אבו מוחסן",0,0,0,0
מוחמד אבו ראשד,"ד""ר מוחמד אבו ראשד",0,0,0,0
מוחמד אלחאג',מוחמד אלחאג',1,0,0,0
מוחמד אלסאנע,"ד""ר מוחמד אלסאנע",0,0,0,0
מוחמד אסדי,מוחמד אסדי,1,0,0,0
מוחמד ביאדסה,"ד""ר מוחמד ביאדסה",0,0,0,0
מוחמד ג'אברין,מוחמד ג'אברין,1,0,0,0
מוחמד גבארין,מוחמד גבארין,1,0,0,0
מוחמד גרה,מוחמד גרה,0,0,0,0
מוחמד דאהוד,"ד""ר מוחמד דאהוד",0,0,0,0
מוחמד ותד,מוחמד ותד,1,0,0,0
מוחמד חטיב,"ד""ר מוחמד חטיב",0,0,0,0
מוחמד חמוד,"ד""ר מוחמד חמוד",0,0,0,0
מוחמד טאהא,"ד""ר מוחמד טאהא",0,0,0,0
מוחמד יונס,"ד""ר מוחמד יונס",1,0,1,0
מוחמד כליפה,"ד""ר מוחמד כליפה",1,1,0,0
מוחמד מג'דוב,"ד""ר מוחמד מג'דוב",1,1,0,0
מוחמד מסאלחה,"ד""ר מוחמד מסאלחה",0,0,1,1
מוחמד מסארוה,"ד""ר מוחמד מסארוה",0,0,0,0
מוחמד נאסר,מוחמד נאסר,1,0,0,0
מוחמד סלימאן,"ד""ר מוחמד סלימאן",0,0,0,0
מוחמד סנעאללה,"ד""ר מוחמד סנעאללה",0,0,0,0
מוחמד עאבד,מוחמד עאבד,1,0,0,0
מוחמד עבד אל גני,מוחמד עבד אל גני,1,0,0,0
מוחמד עבדול גאני,מוחמד עבדול גאני,0,0,0,1
מוחמד עומר מחאג'נה,"ד""ר מוחמד עומר מחאג'נה",0,0,0,0
מוחמד עומרי,מוחמד עומרי,1,1,1,0
מוחמד עזאיזה,"ד""ר מוחמד עזאיזה",0,0,0,0
מוחמד קומבר,מוחמד קומבר,1,0,0,1
מוטי ברדיצ׳ב,"ד""ר מוטי ברדיצ׳ב",0,0,0,0
מוטי חיימי,מוטי חיימי,1,0,0,0
מוטי חרץ,"ד""ר מוטי חרץ",0,0,0,0
מוטי צוקר,"ד""ר מוטי צוקר",0,0,0,0
מויז יניפיליז,מויז יניפיליז,0,1,0,0
מויסיי קריחלי,מויסיי קריחלי,1,0,0,0
מונה ינקוביץ-כידון,מונה ינקוביץ-כידון,1,0,0,0
מוני ארליך,מוני ארליך,1,1,1,1
מוני פרידמן,"ד""ר מוני פרידמן",0,0,0,0
מוניק באר,מוניק באר,1,0,0,0
מוניקה אורנשטיין,מוניקה אורנשטיין,0,1,0,0
מוניקה אלמן,מוניקה אלמן,0,1,0,0
מוניקה פלדמן,מוניקה פלדמן,0,1,0,0
מוניר חיר,מוניר חיר,1,0,0,0
מוניר מולא,"ד""ר מוניר מולא",0,0,0,0
מונל רורליך,"ד""ר מונל רורליך",0,0,0,0
מוסא אבו סלאח,מוסא אבו סלאח,0,0,0,1
מוסא שעבי,מוסא שעבי,1,0,0,0
מוסטפא יאסין,מוסטפא יאסין,1,1,0,0
מוסטפא נעאמנה,"ד""ר מוסטפא נעאמנה",0,0,1,1
מועין עבייד,מועין עבייד,0,1,0,0
מור בוסתן נחומסון,"ד""ר מור בוסתן נחומסון",0,0,0,0
מור בן-יקר,מור בן-יקר,0,1,0,0
מור ברגמן,מור ברגמן,0,0,0,0
מור ג'ובני-לוי,"ד""ר מור ג'ובני-לוי",0,0,0,0
מור מושקוביץ,"ד""ר מור מושקוביץ",1,0,0,0
מור פבלובסקי,"ד""ר מור פבלובסקי",0,0,0,0
מוראד עבד אלראזק,מוראד עבד אלראזק,0,0,0,0
מוראד צפורי,"ד""ר מוראד צפורי",1,0,0,0
מורד אבו פריח,"ד""ר מורד אבו פריח",1,1,1,1
מורד אלשמאלי,"ד""ר מורד אלשמאלי",0,0,0,0
מוריאל שפייר,מוריאל שפייר,0,1,0,0
מוריס בטומסקי,"ד""ר מוריס בטומסקי",0,0,0,0
מוריס ביטון,מוריס ביטון,0,0,0,0
מוריס דורפמן,מוריס דורפמן,0,0,1,1
מורל בויקו,מורל בויקו,0,1,0,0
מורמן רוטר,"ד""ר מורמן רוטר",0,0,0,0
מורן אגסי זייטלר,"ד""ר מורן אגסי זייטלר",0,1,0,0
מורן באום,"ד""ר מורן באום",0,0,0,0
מורן ברקן רונן,"ד""ר מורן ברקן רונן",0,0,0,0
מורן הויזמן קדם,"ד""ר מורן הויזמן קדם",0,0,0,0
מורן חזן,מורן חזן,0,0,0,0
מורן לביא,"ד""ר מורן לביא",0,0,0,0
מורן פז,"ד""ר מורן פז",1,1,0,0
מורן רובינשטיין,מורן רובינשטיין,1,0,0,0
מורן שויקה רבאו,"ד""ר מורן שויקה רבאו",0,0,0,0
מורן שטיינר,"ד""ר מורן שטיינר",0,0,0,0
מורסי באדיר,מורסי באדיר,1,0,0,0
מוש אהרוני,מוש אהרוני,1,0,0,0
מזהר עטאללה,"ד""ר מזהר עטאללה",1,0,1,1
מחמד אלדדא,"ד""ר מחמד אלדדא",1,0,1,0
מחמוד אבו גזאלה,"ד""ר מחמוד אבו גזאלה",1,1,1,1
מחמוד אבו-קטש,מחמוד אבו-קטש,1,0,0,0
מחמוד דאהר,"ד""ר מחמוד דאהר",0,0,0,0
מחמוד דראושה,מחמוד דראושה,1,0,0,0
מחמוד זידאן,"ד""ר מחמוד זידאן",0,0,0,0
מחמוד חביב-אללה,מחמוד חביב-אללה,1,0,0,0
מחמוד חמוד,מחמוד חמוד,0,0,1,1
מחמוד יונס,"ד""ר מחמוד יונס",0,0,0,0
מחמוד מסרי," ד""ר מחמוד מסרי",0,0,0,0
מחמוד נגאר,מחמוד נגאר,1,0,0,0
מחמוד נשאשיבי,מחמוד נשאשיבי,1,1,0,0
מי רייך מרדכי,מי רייך מרדכי,1,0,0,0
מיה גרשטיין,"ד""ר מיה גרשטיין",0,0,0,0
מיה נאור דובב,"ד""ר מיה נאור דובב",0,1,0,0
מיה רם וינר,"ד""ר מיה רם וינר",0,0,0,0
מיטל אורן-שבתאי,"ד""ר מיטל אורן-שבתאי",0,0,0,0
מיטל אלמוג,"ד""ר מיטל אלמוג",1,0,0,1
מיטל הבר,"ד""ר מיטל הבר",0,1,0,0
מיטל ניימן,"ד""ר מיטל ניימן",0,0,0,0
מיטל קבלרצ'יק,"ד""ר מיטל קבלרצ'יק",0,0,0,0
מיטל קידר,"ד""ר מיטל קידר",0,0,0,1
מייזי אליעזר,"ד""ר מייזי אליעזר",0,0,0,0
מייק פרנקין,"ד""ר מייק פרנקין",0,0,0,0
מייקל גולדנהירש,מייקל גולדנהירש,0,0,0,0
מייקל גימפל,מייקל גימפל,0,1,1,0
מיכאיל גוטרמכר,מיכאיל גוטרמכר,1,0,0,0
מיכאל אבא,"ד""ר מיכאל אבא",0,0,0,0
מיכאל אטינגר,"ד""ר מיכאל אטינגר",0,0,0,0
מיכאל איצקסון,"ד""ר מיכאל איצקסון",0,0,0,1
מיכאל אלפרסון,מיכאל אלפרסון,0,1,1,0
מיכאל בז'יוריאנו,"ד""ר מיכאל בז'יוריאנו",0,0,0,0
מיכאל ביזר,מיכאל ביזר,0,1,0,0
מיכאל בייזר,מיכאל בייזר,0,0,0,1
מיכאל בלומנטל,מיכאל בלומנטל,0,0,0,1
מיכאל ברוסילוב,"ד""ר מיכאל ברוסילוב",1,1,0,0
מיכאל ברמן,מיכאל ברמן,0,0,1,0
מיכאל ברנט,מיכאל ברנט,1,0,0,0
מיכאל ברנשטיין,מיכאל ברנשטיין,0,0,0,0
מיכאל גוייצקי,מיכאל גוייצקי,1,1,0,1
מיכאל גולדשטיין,מיכאל גולדשטיין,0,1,0,0
מיכאל גורביץ,"ד""ר מיכאל גורביץ",0,1,0,0
מיכאל גיטליץ,מיכאל גיטליץ,0,0,0,0
מיכאל גייסט,מיכאל גייסט,0,0,1,0
מיכאל גימפל,מיכאל גימפל,0,0,0,0
מיכאל גלבוע,מיכאל גלבוע,1,1,0,1
מיכאל דגן,מיכאל דגן,1,1,0,0
מיכאל דרקסלר,מיכאל דרקסלר,0,0,0,0
מיכאל הרלינג,מיכאל הרלינג,0,1,0,0
מיכאל וולף,מיכאל וולף,0,1,0,0
מיכאל ויינריב,"ד""ר מיכאל ויינריב",1,0,1,0
מיכאל ויסוקובסקי,מיכאל ויסוקובסקי,1,0,1,0
מיכאל ויסקובסקי,מיכאל ויסקובסקי,0,1,0,0
מיכאל זבינסקי,מיכאל זבינסקי,1,0,0,0
מיכאל זיו,מיכאל זיו,1,0,0,0
מיכאל זיידמן,מיכאל זיידמן,0,1,0,0
מיכאל טולצ'ינסקי,"ד""ר מיכאל טולצ'ינסקי",0,0,0,0
מיכאל יאיר,"ד""ר מיכאל יאיר",0,0,0,0
מיכאל יגודייב,"ד""ר מיכאל יגודייב",0,0,0,0
מיכאל יונש,מיכאל יונש,1,0,0,0
מיכאל ינוקא,מיכאל ינוקא,0,1,1,0
מיכאל ירמייב,"ד""ר מיכאל ירמייב",0,0,0,0
מיכאל כהן,מיכאל כהן,1,0,0,0
מיכאל כהנא,מיכאל כהנא,0,1,0,1
מיכאל מיכאלי,מיכאל מיכאלי,0,1,0,0
מיכאל מיכלסון,"ד""ר מיכאל מיכלסון",0,0,0,0
מיכאל מרגוליס,מיכאל מרגוליס,0,0,0,0
מיכאל מרקושביץ,"ד""ר מיכאל מרקושביץ",1,0,1,1
מיכאל סביון,מיכאל סביון,0,0,0,0
מיכאל עסאף,"ד""ר מיכאל עסאף",1,0,0,0
מיכאל פאול,מיכאל פאול,0,1,1,0
מיכאל פאן,מיכאל פאן,1,0,0,0
מיכאל פאר,"ד""ר מיכאל פאר",1,0,1,1
מיכאל פישקין,מיכאל פישקין,0,1,0,0
מיכאל פלאי,מיכאל פלאי,0,1,0,0
מיכאל פרומר,"ד""ר מיכאל פרומר",0,0,0,0
מיכאל פשרסטניק,"ד""ר מיכאל פשרסטניק",0,0,0,0
מיכאל קאופמן,מיכאל קאופמן,0,1,1,1
מיכאל קוגן,"ד""ר מיכאל קוגן",0,0,0,0
מיכאל קוצ’וק,"ד""ר מיכאל קוצ’וק",1,1,0,0
מיכאל קורנייבסקי,"ד""ר מיכאל קורנייבסקי",0,0,0,0
מיכאל קליימן,מיכאל קליימן,1,0,0,1
מיכאל קרסיק,מיכאל קרסיק,0,0,1,0
מיכאל רבודה,מיכאל רבודה,1,0,0,0
מיכאל רגנבוגן,"ד""ר מיכאל רגנבוגן",0,0,0,0
מיכאל רוטנברג,מיכאל רוטנברג,0,1,0,0
מיכאל רוטשטיין,מיכאל רוטשטיין,0,0,0,0
מיכאל רחקוביץ',"ד""ר מיכאל רחקוביץ'",0,0,0,0
מיכאל רייכל,מיכאל רייכל,1,0,0,0
מיכאל שוורץ,"ד""ר מיכאל שוורץ",0,0,0,0
מיכאל שוחט,מיכאל שוחט,1,1,0,1
מיכאל שילון,"ד""ר מיכאל שילון",0,0,0,0
מיכאל תמר,"ד""ר מיכאל תמר",0,1,1,1
מיכה אבירם,מיכה אבירם,1,0,1,0
מיכל אוסטשינסקי,מיכל אוסטשינסקי,0,1,0,0
מיכל אייזנר,"ד""ר מיכל אייזנר",0,0,0,0
מיכל אלמוס,"ד""ר מיכל אלמוס",0,0,0,0
מיכל ברודבקה,"ד""ר מיכל ברודבקה",0,0,0,0
מיכל ברכה,"ד""ר מיכל ברכה",1,0,0,1
מיכל גולן-מלכי,מיכל גולן-מלכי,0,1,0,0
מיכל דבירי,"ד""ר מיכל דבירי",0,0,0,0
מיכל דוד לוייבסקי,מיכל דוד לוייבסקי,0,0,0,1
